con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL
101_s.1208,s.amdt.362,101,S.Amdt.362 to S.1160,6,0,0,,Unavailable,1,https://www.congress.gov/amendment/101st-congress/senate-amendment/362?s=1&r=1
101_s.1209,s.amdt.521,101,S.Amdt.521 to S.1352,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/101st-congress/senate-amendment/521?s=8&r=1
101_s.1210,,101,,,0,0,,Unavailable,1,https://www.congress.gov/amendment/101st-congress/senate-amendment/697?q=%7B%22search%22%3A%22S.+Amdt.+697%22%7D&s=6&r=1
101_s.1211,s.amdt.775,101,S.Amdt.775 to H.R.2939,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/101st-congress/senate-amendment/775?s=2&r=1
101_s.1212,s.amdt.787,101,S.Amdt.787 to H.R.2939,1,0,0,,Unavailable,1,https://www.congress.gov/amendment/101st-congress/senate-amendment/787?s=5&r=1
101_s.1213,S.Con.Res 101,101,A concurrent resolution expressing the sense of the Senate concerning negotiations for a peace settlement in Cambodia.,4,0,1,,Unavailable,1,https://www.congress.gov/bill/101st-congress/senate-concurrent-resolution/101?s=10&r=59
101_s.1214,s.con.res.113,101,A concurrent resolution expressing the sense of the Congress on international nuclear sales to South Asia.,10,0,0,,Unavailable,1,https://www.congress.gov/bill/101st-congress/senate-concurrent-resolution/113?s=7&r=1
101_s.1215,s.con.res.27,101,A concurrent resolution relating to the establishment of a Pacific Basin Forum.,4,0,0,,Unavailable,1,https://www.congress.gov/bill/101st-congress/senate-concurrent-resolution/27?s=8&r=1
101_s.1216,S.Con.Res 48,101,"A concurrent resolution expressing the Sense of the Congress regarding human rights abuses in China since the Red Army massacre of June 3, 1989.",0,0,1,,Unavailable,1,https://www.congress.gov/bill/101st-congress/senate-concurrent-resolution/48?s=10&r=112
101_s.1217,S.Con.Res 51,101,A concurrent resolution in support of human rights and democracy in Hong Kong.,0,0,1,,Unavailable,1,https://www.congress.gov/bill/101st-congress/senate-concurrent-resolution/51?s=10&r=109
